web-scraper-order,web-scraper-start-url,container,container-href,page,page-href,superficie (m2),prix,adresse,image lien-src
"1753000514-8713","https://sn.coinafrique.com/categorie/terrains","Terrain 250m² -  cité assemblée - Ouakam","https://sn.coinafrique.com/annonce/terrains/terrain-250m-cite-assemblee-ouakam-4974544","16","https://sn.coinafrique.com/categorie/terrains?page=16","250","160 000 000 CFA","Ouakam, Dakar, Sénégal",""
"1753000516-8714","https://sn.coinafrique.com/categorie/terrains","Terrains 150m²  - Guédiawaye","https://sn.coinafrique.com/annonce/terrains/terrains-150m-guediawaye-5007691","16","https://sn.coinafrique.com/categorie/terrains?page=16","150","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5426417_uploaded_image1_1752677982.jpg"
"1753000519-8715","https://sn.coinafrique.com/categorie/terrains","Terrain 22 lots - Kawsara","https://sn.coinafrique.com/annonce/terrains/terrain-22-lots-kawsara-5007980","16","https://sn.coinafrique.com/categorie/terrains?page=16","300 m2","2 700 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_5079215_uploaded_image1_1733487734.jpg"
"1753000521-8716","https://sn.coinafrique.com/categorie/terrains","Terrain 2 lots -  Malicounda","https://sn.coinafrique.com/annonce/terrains/terrain-2-lots-malicounda-5008020","16","https://sn.coinafrique.com/categorie/terrains?page=16","225","3 000 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_5008020_uploaded_image1_1729698756.jpg"
"1753000524-8717","https://sn.coinafrique.com/categorie/terrains","Terrain 30 hectares - Bayakh","https://sn.coinafrique.com/annonce/terrains/terrain-30-hectares-bayakh-5008544","16","https://sn.coinafrique.com/categorie/terrains?page=16","300000 m2","20 000 CFA","Mboro, Sénégal","https://images.coinafrique.com/thumb_5008544_uploaded_image1_1729728223.jpg"
"1753000526-8718","https://sn.coinafrique.com/categorie/terrains","vente terrains 750m2 angle  - mamelles","https://sn.coinafrique.com/annonce/terrains/vente-terrains-750m2-angle-mamelles-4966680","16","https://sn.coinafrique.com/categorie/terrains?page=16","750","730 000 000 CFA","Mamelles, Dakar, Sénégal","https://images.coinafrique.com/thumb_4966680_uploaded_image1_1727568972.jpg"
"1753000529-8719","https://sn.coinafrique.com/categorie/terrains","Terrains 200m²  - Diass","https://sn.coinafrique.com/annonce/terrains/terrains-200m-diass-5009222","16","https://sn.coinafrique.com/categorie/terrains?page=16","200","2 000 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5394849_uploaded_image1_1751029272.jpg"
"1753000531-8720","https://sn.coinafrique.com/categorie/terrains","Terrains 150m²  - Rufisque","https://sn.coinafrique.com/annonce/terrains/terrains-150m-rufisque-5009274","16","https://sn.coinafrique.com/categorie/terrains?page=16","150","3 000 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5424234_uploaded_image1_1752583008.jpg"
"1753000534-8721","https://sn.coinafrique.com/categorie/terrains","Terrains 180m²  - Thiès","https://sn.coinafrique.com/annonce/terrains/terrains-180m-thies-5010717","16","https://sn.coinafrique.com/categorie/terrains?page=16","180","900 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5429503_uploaded_image1_1752839472.jpg"
"1753000536-8722","https://sn.coinafrique.com/categorie/terrains","Terrain 150m² - Zac Mbao","https://sn.coinafrique.com/annonce/terrains/terrain-150m-zac-mbao-5011022","16","https://sn.coinafrique.com/categorie/terrains?page=16","150 m2","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5354600_uploaded_image1_1748774030.jpg"
"1753000539-8723","https://sn.coinafrique.com/categorie/terrains","Terrains 150m²  - Keur Massar apix","https://sn.coinafrique.com/annonce/terrains/terrains-150m-keur-massar-apix-5011171","16","https://sn.coinafrique.com/categorie/terrains?page=16","150","7 000 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_5379378_uploaded_image1_1750189533.jpg"
"1753000541-8724","https://sn.coinafrique.com/categorie/terrains","Terrain -  Niaga","https://sn.coinafrique.com/annonce/terrains/terrain-niaga-5013330","16","https://sn.coinafrique.com/categorie/terrains?page=16","150","45 000 000 CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_5393250_uploaded_image1_1750940797.11.jpeg"
"1753000544-8725","https://sn.coinafrique.com/categorie/terrains","Terrain 150 m² - Diamniadio","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-diamniadio-5013619","16","https://sn.coinafrique.com/categorie/terrains?page=16","150","7 000 000 CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_5040726_uploaded_image1_1731441893.jpg"
"1753000546-8726","https://sn.coinafrique.com/categorie/terrains","Terrain 500 m² - Malicounda Bambara","https://sn.coinafrique.com/annonce/terrains/terrain-500-m-malicounda-bambara-5013933","16","https://sn.coinafrique.com/categorie/terrains?page=16","500 m2","75 000 000 CFA","Malikounda, Sénégal","https://images.coinafrique.com/thumb_5013933_uploaded_image1_1730066782.jpg"
"1753000549-8727","https://sn.coinafrique.com/categorie/terrains","Terrain 2 ha - Mbour","https://sn.coinafrique.com/annonce/terrains/terrain-2-ha-mbour-5014581","16","https://sn.coinafrique.com/categorie/terrains?page=16","17722","40 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_5311788_uploaded_image1_1746394660.jpg"
"1753000551-8728","https://sn.coinafrique.com/categorie/terrains","Terrains jumelés 22 lots  à Sandiara","https://sn.coinafrique.com/annonce/terrains/terrains-jumeles-22-lots-a-sandiara-5014655","16","https://sn.coinafrique.com/categorie/terrains?page=16","300","2 700 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_5079215_uploaded_image1_1733487734.jpg"
"1753000554-8729","https://sn.coinafrique.com/categorie/terrains","Terrains 150m²  - Keur Massar","https://sn.coinafrique.com/annonce/terrains/terrains-150m-keur-massar-5014913","16","https://sn.coinafrique.com/categorie/terrains?page=16","150","16 500 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_5429460_uploaded_image2_1752838139.jpeg"
"1753000556-8730","https://sn.coinafrique.com/categorie/terrains","Terrain 180 m² - Diamniadio","https://sn.coinafrique.com/annonce/terrains/terrain-180-m-diamniadio-5015214","16","https://sn.coinafrique.com/categorie/terrains?page=16","180 m2","12 000 000 CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_5324294_uploaded_image2_1747068275.jpeg"
"1753000559-8731","https://sn.coinafrique.com/categorie/terrains","Terrain 180 m² - Diamniadio","https://sn.coinafrique.com/annonce/terrains/terrain-180-m-diamniadio-5015218","16","https://sn.coinafrique.com/categorie/terrains?page=16","180 m2","12 000 000 CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_5324294_uploaded_image2_1747068275.jpeg"
"1753000561-8732","https://sn.coinafrique.com/categorie/terrains","Terrain 200 m² - Mamelles","https://sn.coinafrique.com/annonce/terrains/terrain-200-m-mamelles-4983735","16","https://sn.coinafrique.com/categorie/terrains?page=16","","140 000 000 CFA","Mamelles, Dakar, Sénégal","https://images.coinafrique.com/thumb_5312923_uploaded_image1_1746456606.jpg"
"1753000564-8733","https://sn.coinafrique.com/categorie/terrains","vente terrains 655  - dakar plateau","https://sn.coinafrique.com/annonce/terrains/vente-terrains-655-dakar-plateau-5015796","16","https://sn.coinafrique.com/categorie/terrains?page=16","655","400 000 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5015796_uploaded_image1_1730188978.jpg"
"1753000566-8734","https://sn.coinafrique.com/categorie/terrains","Terrain 192m² angle à vers aéroport Diass","https://sn.coinafrique.com/annonce/terrains/terrain-192m-angle-a-vers-aeroport-diass-5016104","16","https://sn.coinafrique.com/categorie/terrains?page=16","192 m2","1 500 000 CFA","Thies, Sénégal",""
"1753000573-8735","https://sn.coinafrique.com/categorie/terrains","Vente villa à démolir  - Point e amitie2","https://sn.coinafrique.com/annonce/terrains/vente-villa-a-demolir-point-e-amitie2-5017770","15","https://sn.coinafrique.com/categorie/terrains?page=15","227","1 000 000 CFA","Point E, Dakar, Sénégal",""
"1753000576-8736","https://sn.coinafrique.com/categorie/terrains","Terrain - Lac Rose","https://sn.coinafrique.com/annonce/terrains/terrain-lac-rose-5019431","15","https://sn.coinafrique.com/categorie/terrains?page=15","150","7 000 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5422496_uploaded_image1_1752493902.jpg"
"1753000579-8737","https://sn.coinafrique.com/categorie/terrains","Terrain - petit Mbao","https://sn.coinafrique.com/annonce/terrains/terrain-petit-mbao-5020658","15","https://sn.coinafrique.com/categorie/terrains?page=15","150 m2","20 000 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_5020658_uploaded_image1_1730420475.jpg"
"1753000581-8738","https://sn.coinafrique.com/categorie/terrains","Terrains 150m²  - Dakar","https://sn.coinafrique.com/annonce/terrains/terrains-150m-dakar-5021048","15","https://sn.coinafrique.com/categorie/terrains?page=15","150","16 000 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5414822_uploaded_image1_1752067697.jpg"
"1753000584-8739","https://sn.coinafrique.com/categorie/terrains","vente terrains 1000  - diamniadio","https://sn.coinafrique.com/annonce/terrains/vente-terrains-1000-diamniadio-5021121","15","https://sn.coinafrique.com/categorie/terrains?page=15","1000","3 500 000 CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_5021121_uploaded_image1_1730453509.jpg"
"1753000586-8740","https://sn.coinafrique.com/categorie/terrains","Terrain 10 ha -  route latérite","https://sn.coinafrique.com/annonce/terrains/terrain-10-ha-route-laterite-5021191","15","https://sn.coinafrique.com/categorie/terrains?page=15","100000","10 000 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_5021191_uploaded_image1_1730455854.jpg"
"1753000588-8741","https://sn.coinafrique.com/categorie/terrains","Parcelle 463m² - Mbour","https://sn.coinafrique.com/annonce/terrains/parcelle-463m-mbour-5021214","15","https://sn.coinafrique.com/categorie/terrains?page=15","463","27 000 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_5021214_uploaded_image1_1730456202.jpg"
"1753000591-8742","https://sn.coinafrique.com/categorie/terrains","Terrain 983 m² - Ngaparou","https://sn.coinafrique.com/annonce/terrains/terrain-983-m-ngaparou-5021669","15","https://sn.coinafrique.com/categorie/terrains?page=15","983","90 000 000 CFA","Ngaparou, Sénégal","https://images.coinafrique.com/thumb_5021669_uploaded_image1_1730473779.jpg"
"1753000594-8743","https://sn.coinafrique.com/categorie/terrains","Terrain 205 m² - Ouest Foire","https://sn.coinafrique.com/annonce/terrains/terrain-205-m-ouest-foire-5021726","15","https://sn.coinafrique.com/categorie/terrains?page=15","205","95 000 000 CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_5077474_uploaded_image1_1733406583.jpg"
"1753000596-8744","https://sn.coinafrique.com/categorie/terrains","Terrain 3563 m² - Fafako","https://sn.coinafrique.com/annonce/terrains/terrain-3563-m-fafako-5021885","15","https://sn.coinafrique.com/categorie/terrains?page=15","3563 m2","169 000 000 CFA","Fatick, Sénégal","https://images.coinafrique.com/thumb_5021885_uploaded_image1_1730480503.jpg"
"1753000599-8745","https://sn.coinafrique.com/categorie/terrains","Terrain commercial - Mbao Sipres","https://sn.coinafrique.com/annonce/terrains/terrain-commercial-mbao-sipres-5021969","15","https://sn.coinafrique.com/categorie/terrains?page=15","200 m2","40 000 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_5021969_uploaded_image1_1730483597.jpg"
"1753000601-8746","https://sn.coinafrique.com/categorie/terrains","Terrains 150m²  - Keur Massar","https://sn.coinafrique.com/annonce/terrains/terrains-150m-keur-massar-5023155","15","https://sn.coinafrique.com/categorie/terrains?page=15","150","15 000 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_5429460_uploaded_image2_1752838139.jpeg"
"1753000604-8747","https://sn.coinafrique.com/categorie/terrains","Terrain 300 m² - Popenguine","https://sn.coinafrique.com/annonce/terrains/terrain-300-m-popenguine-5023554","15","https://sn.coinafrique.com/categorie/terrains?page=15","300","6 000 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_5419745_uploaded_image1_1752316609.jpg"
"1753000606-8748","https://sn.coinafrique.com/categorie/terrains","Terrain 170 m² - Almadies 2","https://sn.coinafrique.com/annonce/terrains/terrain-170-m-almadies-2-5023556","15","https://sn.coinafrique.com/categorie/terrains?page=15","170","35 000 000 CFA","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5023556_uploaded_image1_1730564746.jpg"
"1753000609-8749","https://sn.coinafrique.com/categorie/terrains","Terrain 412 m² - Mbour","https://sn.coinafrique.com/annonce/terrains/terrain-412-m-mbour-5023866","15","https://sn.coinafrique.com/categorie/terrains?page=15","412","17 000 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_5023866_uploaded_image1_1730581874.jpg"
"1753000611-8750","https://sn.coinafrique.com/categorie/terrains","Terrain 3 ha à  côté Auchan Keur Massar","https://sn.coinafrique.com/annonce/terrains/terrain-3-ha-a-cote-auchan-keur-massar-5024239","15","https://sn.coinafrique.com/categorie/terrains?page=15","30000 m2","70 500 000 CFA","Dakar, Sénégal",""
"1753000614-8751","https://sn.coinafrique.com/categorie/terrains","Location terrain 1 ha usage industriel - Rufisque -  Diamni...","https://sn.coinafrique.com/annonce/terrains/location-terrain-1-ha-usage-industriel-rufisque-diamniadio-5025453","15","https://sn.coinafrique.com/categorie/terrains?page=15","10000","3 000 000 CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_5025453_uploaded_image1_1730697241.jpg"
"1753000616-8752","https://sn.coinafrique.com/categorie/terrains","Terrains 150m²  - Rufisque","https://sn.coinafrique.com/annonce/terrains/terrains-150m-rufisque-5025759","15","https://sn.coinafrique.com/categorie/terrains?page=15","150","14 000 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5424234_uploaded_image1_1752583008.jpg"
"1753000618-8753","https://sn.coinafrique.com/categorie/terrains","Terrains 300  - popenguine","https://sn.coinafrique.com/annonce/terrains/terrains-300-popenguine-5026018","15","https://sn.coinafrique.com/categorie/terrains?page=15","300","7 000 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_5419745_uploaded_image1_1752316609.jpg"
"1753000621-8754","https://sn.coinafrique.com/categorie/terrains","Terrain 5 ha - Diamniadio","https://sn.coinafrique.com/annonce/terrains/terrain-5-ha-diamniadio-5026485","15","https://sn.coinafrique.com/categorie/terrains?page=15","50000 m2","25 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5026485_uploaded_image1_1730733449.jpg"
"1753000623-8755","https://sn.coinafrique.com/categorie/terrains","Terrain  225m² - Diass","https://sn.coinafrique.com/annonce/terrains/terrain-225m-diass-5028155","15","https://sn.coinafrique.com/categorie/terrains?page=15","225 m2","3 500 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5028155_uploaded_image1_1730816235.jpg"
"1753000626-8756","https://sn.coinafrique.com/categorie/terrains","Terrain 150 m² - Diamalaye 2","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-diamalaye-2-5028498","15","https://sn.coinafrique.com/categorie/terrains?page=15","150","75 000 000 CFA","Diamalaye 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5028498_uploaded_image1_1730827540.jpg"
"1753000629-8757","https://sn.coinafrique.com/categorie/terrains","Terrain - Lac Rose","https://sn.coinafrique.com/annonce/terrains/terrain-lac-rose-5028617","15","https://sn.coinafrique.com/categorie/terrains?page=15","150 m2","2 600 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4997587_uploaded_image1_1729110854.jpg"
"1753000631-8758","https://sn.coinafrique.com/categorie/terrains","Terrain 300 m² - Lac Rose","https://sn.coinafrique.com/annonce/terrains/terrain-300-m-lac-rose-5028636","15","https://sn.coinafrique.com/categorie/terrains?page=15","300","9 000 000 CFA","Lac rose, Sénégal","https://images.coinafrique.com/thumb_5427134_uploaded_image1_1752704784.jpg"
"1753000634-8759","https://sn.coinafrique.com/categorie/terrains","Terrains 180m²  - Thiès","https://sn.coinafrique.com/annonce/terrains/terrains-180m-thies-5029479","15","https://sn.coinafrique.com/categorie/terrains?page=15","180","45 000 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5429503_uploaded_image1_1752839472.jpg"
"1753000636-8760","https://sn.coinafrique.com/categorie/terrains","Terrains 150m²  - Rufisque","https://sn.coinafrique.com/annonce/terrains/terrains-150m-rufisque-4986833","15","https://sn.coinafrique.com/categorie/terrains?page=15","150","6 500 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5424234_uploaded_image1_1752583008.jpg"
"1753000639-8761","https://sn.coinafrique.com/categorie/terrains","Terrains 225m²  -  Thies","https://sn.coinafrique.com/annonce/terrains/terrains-225m-thies-4986856","15","https://sn.coinafrique.com/categorie/terrains?page=15","225","3 750 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5376751_uploaded_image1_1750071955.jpg"
"1753000641-8762","https://sn.coinafrique.com/categorie/terrains","Terrains 300m²  -  Thies","https://sn.coinafrique.com/annonce/terrains/terrains-300m-thies-4986868","15","https://sn.coinafrique.com/categorie/terrains?page=15","300","4 500 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5413043_uploaded_image1_1751987309.jpg"
"1753000644-8763","https://sn.coinafrique.com/categorie/terrains","Terrains  - Mbour","https://sn.coinafrique.com/annonce/terrains/terrains-mbour-4986895","15","https://sn.coinafrique.com/categorie/terrains?page=15","","6 500 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_5424081_uploaded_image1_1752578419.jpg"
"1753000646-8764","https://sn.coinafrique.com/categorie/terrains","Terrains 225  -  Thies","https://sn.coinafrique.com/annonce/terrains/terrains-225-thies-4986879","15","https://sn.coinafrique.com/categorie/terrains?page=15","225","3 750 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5387360_uploaded_image2_1750637207.jpeg"
"1753000649-8765","https://sn.coinafrique.com/categorie/terrains","Terrains 1000m²  -  Touba","https://sn.coinafrique.com/annonce/terrains/terrains-1000m-touba-4986978","15","https://sn.coinafrique.com/categorie/terrains?page=15","1000","27 000 000 CFA","Touba, Sénégal","https://images.coinafrique.com/thumb_4986978_uploaded_image1_1728568695.jpg"
"1753000651-8766","https://sn.coinafrique.com/categorie/terrains","Terrains 23000m²  - Touba","https://sn.coinafrique.com/annonce/terrains/terrains-23000m-touba-4986987","15","https://sn.coinafrique.com/categorie/terrains?page=15","23000","100 000 000 CFA","Touba, Sénégal","https://images.coinafrique.com/thumb_4986987_uploaded_image1_1728569011.jpg"
"1753000653-8767","https://sn.coinafrique.com/categorie/terrains","Terrains 300m²  - Keur massar","https://sn.coinafrique.com/annonce/terrains/terrains-300m-keur-massar-4987025","15","https://sn.coinafrique.com/categorie/terrains?page=15","300","18 000 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4987025_uploaded_image1_1728570401.jpg"
"1753000656-8768","https://sn.coinafrique.com/categorie/terrains","Terrains 200  - Thiès","https://sn.coinafrique.com/annonce/terrains/terrains-200-thies-4987044","15","https://sn.coinafrique.com/categorie/terrains?page=15","200","3 000 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5394849_uploaded_image1_1751029272.jpg"
"1753000658-8769","https://sn.coinafrique.com/categorie/terrains","Terrains 300m²  - Touba","https://sn.coinafrique.com/annonce/terrains/terrains-300m-touba-4987040","15","https://sn.coinafrique.com/categorie/terrains?page=15","300","1 600 000 CFA","Touba, Sénégal","https://images.coinafrique.com/thumb_5209371_uploaded_image1_1740859145.jpg"
"1753000661-8770","https://sn.coinafrique.com/categorie/terrains","Terrains 150m²  - Rufisque","https://sn.coinafrique.com/annonce/terrains/terrains-150m-rufisque-4987070","15","https://sn.coinafrique.com/categorie/terrains?page=15","150","7 000 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5424234_uploaded_image1_1752583008.jpg"
"1753000663-8771","https://sn.coinafrique.com/categorie/terrains","Terrains 150m²  - Rufisque","https://sn.coinafrique.com/annonce/terrains/terrains-150m-rufisque-4987063","15","https://sn.coinafrique.com/categorie/terrains?page=15","150","10 000 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5424234_uploaded_image1_1752583008.jpg"
"1753000666-8772","https://sn.coinafrique.com/categorie/terrains","Terrain 178 m² - Cité Sipress","https://sn.coinafrique.com/annonce/terrains/terrain-178-m-cite-sipress-5030159","15","https://sn.coinafrique.com/categorie/terrains?page=15","178","50 000 000 CFA","Mbao, Dakar, Sénégal",""
"1753000668-8773","https://sn.coinafrique.com/categorie/terrains","Terrains 3000m²  - Thiès","https://sn.coinafrique.com/annonce/terrains/terrains-3000m-thies-4987077","15","https://sn.coinafrique.com/categorie/terrains?page=15","3000","1 800 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4987077_uploaded_image1_1728572045.jpg"
"1753000671-8774","https://sn.coinafrique.com/categorie/terrains","Terrains 200  - Thies","https://sn.coinafrique.com/annonce/terrains/terrains-200-thies-4987131","15","https://sn.coinafrique.com/categorie/terrains?page=15","200","2 000 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5394849_uploaded_image1_1751029272.jpg"
"1753000673-8775","https://sn.coinafrique.com/categorie/terrains","Terrains 300m²  - Mbour","https://sn.coinafrique.com/annonce/terrains/terrains-300m-mbour-4987176","15","https://sn.coinafrique.com/categorie/terrains?page=15","300","6 500 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_5424081_uploaded_image1_1752578419.jpg"
"1753000676-8776","https://sn.coinafrique.com/categorie/terrains","Terrain 300m²  - Thies","https://sn.coinafrique.com/annonce/terrains/terrain-300m-thies-4987180","15","https://sn.coinafrique.com/categorie/terrains?page=15","300","6 000 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5413043_uploaded_image1_1751987309.jpg"
"1753000678-8777","https://sn.coinafrique.com/categorie/terrains","Terrain 160m²  - Thies","https://sn.coinafrique.com/annonce/terrains/terrain-160m-thies-4987185","15","https://sn.coinafrique.com/categorie/terrains?page=15","160","7 500 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4987185_uploaded_image1_1728574972.jpg"
"1753000681-8778","https://sn.coinafrique.com/categorie/terrains","Terrain 750m² - Touba","https://sn.coinafrique.com/annonce/terrains/terrain-750m-touba-4987231","15","https://sn.coinafrique.com/categorie/terrains?page=15","750","8 000 000 CFA","Touba, Sénégal","https://images.coinafrique.com/thumb_4987231_uploaded_image1_1728576335.jpg"
"1753000683-8779","https://sn.coinafrique.com/categorie/terrains","Terrains 150m² - Dakar","https://sn.coinafrique.com/annonce/terrains/terrains-150m-dakar-5030417","15","https://sn.coinafrique.com/categorie/terrains?page=15","150","14 000 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5414822_uploaded_image1_1752067697.jpg"
"1753000686-8780","https://sn.coinafrique.com/categorie/terrains","Terrains 210m² - Thies","https://sn.coinafrique.com/annonce/terrains/terrains-210m-thies-4987715","15","https://sn.coinafrique.com/categorie/terrains?page=15","210","1 800 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4987715_uploaded_image1_1728600026.jpg"
"1753000688-8781","https://sn.coinafrique.com/categorie/terrains","Terrains 150m²  - Yène Noukhoura","https://sn.coinafrique.com/annonce/terrains/terrains-150m-yene-noukhoura-4984713","15","https://sn.coinafrique.com/categorie/terrains?page=15","150","3 500 000 CFA","Toubab Dialao, Sénégal",""
"1753000691-8782","https://sn.coinafrique.com/categorie/terrains","Terrains 600m² angle à Yène","https://sn.coinafrique.com/annonce/terrains/terrains-600m-angle-a-yene-4984705","15","https://sn.coinafrique.com/categorie/terrains?page=15","600","13 000 000 CFA","Rufisque, Sénégal",""
"1753000693-8783","https://sn.coinafrique.com/categorie/terrains","Terrains 5000m²  - Malikounda","https://sn.coinafrique.com/annonce/terrains/terrains-5000m-malikounda-4984723","15","https://sn.coinafrique.com/categorie/terrains?page=15","5000","13 000 000 CFA","Malikounda, Sénégal","https://images.coinafrique.com/thumb_4984723_uploaded_image1_1728476784.jpg"
"1753000696-8784","https://sn.coinafrique.com/categorie/terrains","Terrains 300m² angle à Yène","https://sn.coinafrique.com/annonce/terrains/terrains-300m-angle-a-yene-4984621","15","https://sn.coinafrique.com/categorie/terrains?page=15","300","6 000 000 CFA","Toubab Dialao, Sénégal",""
"1753000698-8785","https://sn.coinafrique.com/categorie/terrains","Terrains 150m²  - Rufisque","https://sn.coinafrique.com/annonce/terrains/terrains-150m-rufisque-5031707","15","https://sn.coinafrique.com/categorie/terrains?page=15","150","2 500 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5424234_uploaded_image1_1752583008.jpg"
"1753000701-8786","https://sn.coinafrique.com/categorie/terrains","Terrain - Fann","https://sn.coinafrique.com/annonce/terrains/terrain-fann-5033336","15","https://sn.coinafrique.com/categorie/terrains?page=15","2013 m2","1 000 000 CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_5346137_uploaded_image1_1748264534.jpg"
"1753000703-8787","https://sn.coinafrique.com/categorie/terrains","Terrain  à saint louis","https://sn.coinafrique.com/annonce/terrains/terrain-a-saint-louis-5033525","15","https://sn.coinafrique.com/categorie/terrains?page=15","262 m2","16 000 000 CFA","Saint Louis, Sénégal","https://images.coinafrique.com/thumb_5298356_uploaded_image1_1745596258.jpg"
"1753000706-8788","https://sn.coinafrique.com/categorie/terrains","Terrains 150m²  - Keur Massar","https://sn.coinafrique.com/annonce/terrains/terrains-150m-keur-massar-5033696","15","https://sn.coinafrique.com/categorie/terrains?page=15","150","15 000 000 CFA","Kolda, Sénégal","https://images.coinafrique.com/thumb_5033696_uploaded_image1_1731069985.jpg"
"1753000708-8789","https://sn.coinafrique.com/categorie/terrains","Terrain 10000m² - Almadies","https://sn.coinafrique.com/annonce/terrains/terrain-10000m-almadies-5004636","15","https://sn.coinafrique.com/categorie/terrains?page=15","10000","1 500 000 CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5004636_uploaded_image1_1729531622.jpg"
"1753000711-8790","https://sn.coinafrique.com/categorie/terrains","Terrains 150m²  - Ouakam","https://sn.coinafrique.com/annonce/terrains/terrains-150m-ouakam-5004624","15","https://sn.coinafrique.com/categorie/terrains?page=15","150","85 000 000 CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5393800_uploaded_image1_1750962951.jpg"
"1753000713-8791","https://sn.coinafrique.com/categorie/terrains","Terrain 500 m² - Ziguinchor","https://sn.coinafrique.com/annonce/terrains/terrain-500-m-ziguinchor-4993912","15","https://sn.coinafrique.com/categorie/terrains?page=15","500 m2","25 000 000 CFA","Ziguinchor, Sénégal","https://images.coinafrique.com/thumb_5428576_uploaded_image1_1752775936.jpg"
"1753000716-8792","https://sn.coinafrique.com/categorie/terrains","Terrains 200m²  - Mbao","https://sn.coinafrique.com/annonce/terrains/terrains-200m-mbao-5034837","15","https://sn.coinafrique.com/categorie/terrains?page=15","200","27 500 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5034837_uploaded_image1_1731116895.jpg"
"1753000718-8793","https://sn.coinafrique.com/categorie/terrains","Terrains 5218m²  - Diamniadio","https://sn.coinafrique.com/annonce/terrains/terrains-5218m-diamniadio-4996461","15","https://sn.coinafrique.com/categorie/terrains?page=15","5218","45 000 CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_4996461_uploaded_image1_1729074360.jpg"
